Périmètre;Nature;Date;Heure;Date - Heure;Consommation (MW);Prévision J-1 (MW);Prévision J (MW);Fioul (MW);Charbon (MW);Gaz (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Taux de CO2 (g/kWh);Ech. comm. Angleterre (MW);Ech. comm. Espagne (MW);Ech. comm. Italie (MW);Ech. comm. Suisse (MW);Ech. comm. Allemagne-Belgique (MW);Fioul - TAC (MW);Fioul - Cogénération (MW);Fioul - Autres (MW);Gaz - TAC (MW);Gaz - Cogénération (MW);Gaz - CCG (MW);Gaz - Autres (MW);Hydraulique - Fil de l'eau + éclusée (MW);Hydraulique - Lacs (MW);Hydraulique - STEP turbinage (MW);Bioénergies - Déchets (MW);Bioénergies - Biomasse (MW);Bioénergies - Biogaz (MW);Stockage batterie (MW);Déstockage batterie (MW);Eolien terrestre (MW);Eolien offshore (MW)
France;Données temps réel;2022-11-09;15:15;2022-11-09T15:15:00+01:00;51481;52200;51200;201;39;7421;30233;5008;1930;5558;0;647;444;73;;;;;;2;21;178;299;1631;5491;0;3773;805;980;113;277;257;ND;ND;ND;ND
France;Données temps réel;2022-11-09;15:30;2022-11-09T15:30:00+01:00;50816;51500;50700;200;39;7393;30259;4860;1675;5619;0;650;121;73;3028;1600;-3751;-2550;2071;1;21;178;305;1629;5459;0;3795;846;978;118;272;257;ND;ND;ND;ND
France;Données temps réel;2022-11-09;17:00;2022-11-09T17:00:00+01:00;49653;50100;50100;201;41;7454;30140;3968;415;7161;0;631;-358;74;2421;1600;-3900;-1255;1063;2;21;178;303;1620;5531;0;3916;1029;2216;111;266;257;ND;ND;ND;ND
France;Données temps réel;2022-11-09;17:30;2022-11-09T17:30:00+01:00;51404;51200;51300;201;41;7528;30191;4170;256;8575;0;642;-200;73;2421;1600;-3900;-1254;1048;2;21;178;331;1634;5563;0;4157;1418;3000;120;268;257;ND;ND;ND;ND
France;Données temps réel;2022-11-09;18:45;2022-11-09T18:45:00+01:00;55765;56100;56450;200;43;7642;30147;4732;0;9841;0;647;2513;71;;;;;;1;21;178;337;1735;5570;0;4812;1898;3131;119;270;257;ND;ND;ND;ND
France;Données temps réel;2022-11-09;20:15;2022-11-09T20:15:00+01:00;53067;53050;53650;201;45;7497;29882;5148;0;7351;0;665;2278;74;;;;;;2;21;178;0;1718;5781;0;4599;1275;1477;136;268;257;ND;ND;ND;ND
France;Données temps réel;2022-11-09;20:45;2022-11-09T20:45:00+01:00;51451;51050;51700;200;44;6834;29899;5045;0;6231;-370;662;2906;71;;;;;;1;21;178;0;1671;5164;0;4480;950;801;134;276;257;ND;ND;ND;ND
France;Données temps réel;2022-11-09;21:30;2022-11-09T21:30:00+01:00;49462;48800;49600;201;44;6729;29343;4878;0;6202;-865;657;2273;72;3028;-468;-3477;-3200;6145;2;21;178;0;1631;5100;0;4436;1081;685;137;268;257;ND;ND;ND;ND
France;Données temps réel;2022-11-09;21:45;2022-11-09T21:45:00+01:00;48610;48200;49050;201;43;6529;29093;4851;0;5818;-862;652;2285;71;;;;;;2;21;178;0;1630;4900;0;4395;1092;331;134;270;257;ND;ND;ND;ND
France;Données temps réel;2022-11-09;23:00;2022-11-09T23:00:00+01:00;49380;49800;50800;200;44;7087;29227;4475;0;5477;-1389;656;3603;78;2973;1888;-3220;-3200;5993;1;21;178;0;1637;5452;0;4252;861;364;134;268;257;ND;ND;ND;ND
France;Données temps réel;2022-11-09;23:45;2022-11-09T23:45:00+01:00;48926;49150;49700;201;43;6748;29037;4291;0;5041;-2238;665;5138;78;;;;;;2;21;178;0;1638;5112;0;4289;752;0;135;271;257;ND;ND;ND;ND
France;Données temps réel;2022-11-10;00:45;2022-11-10T00:45:00+01:00;45277;46200;45650;199;44;4967;28368;4047;0;4915;-2762;653;4846;65;;;;;;0;21;178;0;1637;3332;0;4255;659;1;134;268;257;ND;ND;ND;ND
France;Données temps réel;2022-11-10;01:15;2022-11-10T01:15:00+01:00;45145;45600;45150;200;44;4637;28497;3806;0;4953;-2829;665;5172;63;;;;;;1;21;178;0;1639;3000;0;4249;702;2;135;273;257;ND;ND;ND;ND
France;Données temps réel;2022-11-10;03:30;2022-11-10T03:30:00+01:00;41963;42600;42100;199;44;4816;28091;3653;0;5009;-3362;662;2851;66;3028;1337;-3391;-3200;5308;0;21;178;0;1612;3206;0;4218;791;0;136;270;257;ND;ND;ND;ND
France;Données temps réel;2022-11-10;04:30;2022-11-10T04:30:00+01:00;41132;42000;41200;199;43;4978;28142;3407;0;4835;-3348;670;2206;68;3028;776;-3391;-3200;4870;0;21;178;0;1609;3370;0;4059;776;0;138;274;257;ND;ND;ND;ND
France;Données temps réel;2022-11-10;05:45;2022-11-10T05:45:00+01:00;44056;44600;44650;199;43;6961;28465;3387;0;4863;-2096;669;1565;82;;;;;;0;21;178;0;1619;5343;0;4011;852;0;137;272;257;ND;ND;ND;ND
France;Données temps réel;2022-11-10;10:15;2022-11-10T10:15:00+01:00;54580;54400;54400;193;43;7703;28688;2762;3769;8045;0;663;2714;74;;;;;;2;13;178;0;1717;5987;0;4402;1111;2532;130;274;257;ND;ND;ND;ND
France;Données temps réel;2022-11-10;11:00;2022-11-10T11:00:00+01:00;54121;54400;54100;191;43;7285;29266;2386;4994;7076;0;649;2231;70;3028;1500;-3494;-2386;4252;0;13;178;0;1771;5515;0;4161;922;1993;125;269;257;ND;ND;ND;ND
France;Données temps réel;2022-11-10;11:15;2022-11-10T11:15:00+01:00;53915;54500;54150;193;42;7147;29503;2366;5243;6638;-12;661;2134;69;;;;;;2;13;178;0;1763;5385;0;4166;860;1612;130;269;257;ND;ND;ND;ND
France;Données temps réel;2022-11-10;11:30;2022-11-10T11:30:00+01:00;54008;54600;54200;193;42;7009;29633;2447;5530;6159;-12;656;2351;68;3028;1500;-3494;-2525;4252;2;13;178;0;1700;5311;0;4241;903;1015;127;272;257;ND;ND;ND;ND
France;Données temps réel;2022-11-10;15:00;2022-11-10T15:00:00+01:00;51497;52500;52100;189;40;7217;29424;2620;4847;5936;-12;649;587;71;3028;1600;-3605;-2700;1445;0;13;178;0;1630;5588;0;4178;1015;743;123;271;257;ND;ND;ND;ND
France;Données temps réel;2022-11-10;16:45;2022-11-10T16:45:00+01:00;49062;49750;49350;189;40;7394;29727;2772;938;7539;-12;657;-182;75;;;;;;0;13;178;0;1664;5731;0;4422;1136;1981;126;273;257;ND;ND;ND;ND
France;Données temps réel;2022-11-10;20:15;2022-11-10T20:15:00+01:00;52592;53900;53400;189;37;7157;30184;4058;0;7859;0;661;2447;71;;;;;;0;13;178;0;1647;5512;0;4332;720;2807;131;278;257;ND;ND;ND;ND
France;Données temps réel;2022-11-10;22:00;2022-11-10T22:00:00+01:00;47759;48800;48300;189;37;6631;29248;4075;0;4584;-69;656;2408;74;3027;1684;-3292;-3200;5026;0;13;178;0;1652;4980;0;4048;272;264;135;272;257;ND;ND;ND;ND
France;Données temps réel;2022-11-10;22:15;2022-11-10T22:15:00+01:00;47961;49300;48800;189;35;6722;29141;4104;0;4410;-242;661;2941;75;;;;;;0;13;178;0;1654;5069;0;3971;281;158;132;276;257;ND;ND;ND;ND
France;Données temps réel;2022-11-10;23:15;2022-11-10T23:15:00+01:00;49069;51900;51400;189;37;6876;29336;3709;0;4173;-585;665;4669;78;;;;;;0;13;178;0;1658;5219;0;3867;302;4;126;279;257;ND;ND;ND;ND
France;Données temps réel;2022-11-10;23:45;2022-11-10T23:45:00+01:00;48843;50800;50600;189;35;6691;29024;3558;0;4348;-667;666;4999;77;;;;;;0;13;178;0;1655;5037;0;4007;336;5;138;278;257;ND;ND;ND;ND
France;Données temps réel;2022-11-11;01:45;2022-11-11T01:45:00+01:00;44614;46100;44900;190;48;6918;28523;3021;0;3943;-1810;683;3098;84;;;;;;2;10;178;0;1663;5256;0;3751;187;5;141;285;257;ND;ND;ND;ND
France;Données temps réel;2022-11-11;02:45;2022-11-11T02:45:00+01:00;42749;43650;42850;189;48;6181;28881;2760;0;3697;-2075;670;2398;78;;;;;;1;10;178;0;1663;4519;0;3549;145;3;136;279;257;ND;ND;ND;ND
France;Données temps réel;2022-11-11;04:00;2022-11-11T04:00:00+01:00;39772;41200;39900;187;51;4736;28149;2753;0;3689;-2945;666;2486;68;3028;2256;-3605;-3200;4081;0;10;178;0;1637;3101;0;3440;241;8;136;276;257;ND;ND;ND;ND
France;Données temps réel;2022-11-11;05:00;2022-11-11T05:00:00+01:00;39196;40500;39400;187;52;4431;28724;3013;0;3532;-3685;669;2273;65;3028;2243;-3605;-3200;3312;0;10;178;0;1634;2798;0;3255;274;3;140;275;257;ND;ND;ND;ND
France;Données temps réel;2022-11-11;07:15;2022-11-11T07:15:00+01:00;42048;43850;42350;188;52;6762;29407;3347;0;4160;-953;663;-1578;78;;;;;;0;10;178;0;1672;5092;0;3695;364;101;133;273;257;ND;ND;ND;ND
France;Données temps réel;2022-11-11;07:45;2022-11-11T07:45:00+01:00;42642;43850;42550;187;53;6691;29095;3309;195;4374;-346;666;-1582;77;;;;;;0;10;178;0;1670;5022;0;3818;462;94;132;277;257;ND;ND;ND;ND
France;Données temps réel;2022-11-11;13:45;2022-11-11T13:45:00+01:00;45472;43750;45800;187;53;6149;29120;2135;7085;4434;-3020;659;-1330;68;;;;;;0;10;178;0;1624;4526;0;3688;743;3;132;274;257;ND;ND;ND;ND
France;Données temps réel;2022-11-11;14:15;2022-11-11T14:15:00+01:00;45160;43150;45100;188;52;6536;29219;2072;6460;4331;-2885;663;-1476;71;;;;;;0;10;178;0;1614;4923;0;3681;647;3;133;272;257;ND;ND;ND;ND
France;Données temps réel;2022-11-11;15:00;2022-11-11T15:00:00+01:00;44321;43000;44300;188;52;6649;29133;2080;5290;4279;-2250;663;-1763;73;2204;2100;-3563;-2650;88;0;10;178;0;1618;5032;0;3649;626;4;132;279;257;ND;ND;ND;ND
France;Données temps réel;2022-11-11;15:15;2022-11-11T15:15:00+01:00;44028;42600;43900;187;53;6695;29171;2080;4752;4191;-1856;660;-1905;74;;;;;;0;10;178;0;1649;5047;0;3627;559;5;129;278;257;ND;ND;ND;ND
France;Données temps réel;2022-11-11;17:00;2022-11-11T17:00:00+01:00;42734;41900;42200;188;51;6878;29396;2434;518;6183;-6;643;-3551;75;2472;2100;-3347;-2582;-1681;0;10;178;0;1653;5226;0;3712;970;1501;118;275;257;ND;ND;ND;ND
France;Données temps réel;2022-11-11;19:45;2022-11-11T19:45:00+01:00;49162;50700;48750;187;51;7046;29330;4256;0;8341;-6;640;-683;71;;;;;;0;10;178;0;1682;5365;0;4363;1366;2612;108;274;257;ND;ND;ND;ND
France;Données temps réel;2022-11-11;20:15;2022-11-11T20:15:00+01:00;48057;48850;47050;188;51;7184;29404;4359;0;7797;-6;647;-1567;72;;;;;;0;10;178;0;1681;5504;0;4132;1520;2145;112;277;257;ND;ND;ND;ND
France;Données temps réel;2022-11-11;21:30;2022-11-11T21:30:00+01:00;45305;46400;44900;188;52;6765;29151;4745;0;4837;-63;633;-1003;73;2269;2100;-3688;-3200;1833;0;10;178;0;1647;5119;0;3620;520;697;114;274;257;ND;ND;ND;ND
France;Données temps réel;2022-11-11;22:00;2022-11-11T22:00:00+01:00;44753;45100;43700;188;52;6407;29058;4655;0;4650;-236;637;-658;72;2014;2100;-3688;-3199;2137;0;10;178;0;1648;4760;0;3557;577;516;114;272;257;ND;ND;ND;ND
France;Données temps réel;2022-11-11;23:45;2022-11-11T23:45:00+01:00;47207;47550;46650;188;51;6615;29157;4460;0;6028;-321;656;373;71;;;;;;0;10;178;0;1656;4960;0;3582;1347;1099;126;275;257;ND;ND;ND;ND
France;Données temps réel;2022-11-12;00:30;2022-11-12T00:30:00+01:00;44417;45400;44500;187;52;6108;28477;4345;0;3801;-326;646;1127;72;2013;2682;-3059;-3200;3060;0;10;178;0;1654;4455;0;3507;289;5;124;272;257;ND;ND;ND;ND
France;Données temps réel;2022-11-12;02:30;2022-11-12T02:30:00+01:00;41891;42300;42100;187;53;6357;28861;3897;0;3484;-2175;655;572;78;2014;2682;-3059;-3200;2201;0;10;178;0;1643;4716;0;3146;141;197;125;277;257;ND;ND;ND;ND
France;Données temps réel;2022-11-12;03:30;2022-11-12T03:30:00+01:00;39759;39800;39900;188;51;6594;27889;3827;0;3913;-2464;655;-894;82;2014;2682;-3114;-3190;304;0;10;178;0;1647;4948;0;3109;801;3;125;274;257;ND;ND;ND;ND
France;Données temps réel;2022-11-12;04:00;2022-11-12T04:00:00+01:00;38795;38900;39000;188;52;6601;28021;3756;0;3511;-2843;657;-1148;84;2014;2562;-3114;-3186;-10;0;10;178;0;1646;4956;0;3086;422;3;127;273;257;ND;ND;ND;ND
France;Données temps réel;2022-11-12;04:15;2022-11-12T04:15:00+01:00;38592;38800;38600;188;51;6829;28320;3687;0;3518;-3073;660;-1588;86;;;;;;0;10;178;0;1646;5184;0;3069;446;3;130;272;257;ND;ND;ND;ND
France;Données temps réel;2022-11-12;04:30;2022-11-12T04:30:00+01:00;38296;38700;38200;188;51;6707;28278;3633;0;3446;-3071;658;-1594;85;2014;2562;-3114;-3186;-112;0;10;178;0;1647;5062;0;3016;427;3;125;276;257;ND;ND;ND;ND
France;Données temps réel;2022-11-12;05:00;2022-11-12T05:00:00+01:00;38536;38700;38700;188;50;6801;28306;3563;0;3570;-2784;661;-1819;85;2014;2200;-2541;-3184;-682;0;10;178;0;1650;5152;0;2931;636;3;130;274;257;ND;ND;ND;ND
France;Données temps réel;2022-11-12;05:45;2022-11-12T05:45:00+01:00;39427;40050;39650;188;50;6549;29435;3623;0;3635;-2731;658;-1980;80;;;;;;0;10;178;0;1646;4905;0;2980;652;3;125;275;257;ND;ND;ND;ND
France;Données temps réel;2022-11-12;06:45;2022-11-12T06:45:00+01:00;41324;42000;41600;187;48;6411;29423;3584;0;3998;-874;659;-2112;75;;;;;;0;10;178;0;1672;4741;0;3143;850;5;128;275;257;ND;ND;ND;ND
France;Données temps réel;2022-11-12;08:15;2022-11-12T08:15:00+01:00;43678;44100;43550;188;49;6833;29500;3599;366;5612;-9;661;-3121;74;;;;;;0;10;178;0;1680;5154;0;3572;590;1450;130;274;257;ND;ND;ND;ND
France;Données temps réel;2022-11-12;10:00;2022-11-12T10:00:00+01:00;46486;47400;46700;188;48;6630;29423;2840;3798;4424;-64;657;-1458;70;3028;2500;-2705;-2990;-1254;0;10;178;0;1671;4960;0;3518;528;378;127;273;257;ND;ND;ND;ND
France;Données temps réel;2022-11-12;10:30;2022-11-12T10:30:00+01:00;46823;47300;46800;187;48;6885;29431;2559;4684;3845;-244;650;-1222;72;3028;2500;-2705;-3158;-1246;0;10;178;0;1664;5222;0;3423;418;4;121;275;257;ND;ND;ND;ND
France;Données temps réel;2022-11-12;12:45;2022-11-12T12:45:00+01:00;47213;47900;46950;188;45;6331;28957;1644;6831;3555;-2009;635;1036;70;;;;;;0;10;178;0;1633;4699;0;3100;452;3;111;270;257;ND;ND;ND;ND
France;Données temps réel;2022-11-12;14:15;2022-11-12T14:15:00+01:00;45232;44750;43900;188;45;6345;29176;1545;6100;4219;-340;640;-2686;67;;;;;;0;10;178;0;1618;4728;0;3294;842;83;111;273;257;ND;ND;ND;ND
France;Données temps réel;2022-11-12;15:00;2022-11-12T15:00:00+01:00;44300;44800;44000;188;44;6580;29146;1569;4972;5443;-40;651;-4253;69;2725;2543;-3227;-3109;-3881;0;10;178;0;1620;4962;0;3379;1237;827;124;272;257;ND;ND;ND;ND
France;Données temps réel;2022-11-12;15:15;2022-11-12T15:15:00+01:00;44231;44450;43700;188;44;6743;29233;1599;4319;6624;-18;653;-5154;69;;;;;;0;10;178;0;1621;5124;0;3599;1326;1699;121;273;257;ND;ND;ND;ND
France;Données temps réel;2022-11-12;15:30;2022-11-12T15:30:00+01:00;43640;44100;43400;188;44;6751;29140;1620;3756;6555;-18;653;-5049;70;2725;2543;-3227;-3109;-3932;0;10;178;0;1621;5132;0;3587;1284;1684;124;273;257;ND;ND;ND;ND
France;Données temps réel;2022-11-12;17:15;2022-11-12T17:15:00+01:00;43263;43600;43100;187;40;6623;29187;2186;334;7837;0;651;-3782;71;;;;;;0;10;178;0;1668;4957;0;4114;984;2739;122;276;257;ND;ND;ND;ND
France;Données temps réel;2022-11-12;17:45;2022-11-12T17:45:00+01:00;45872;45850;45350;188;38;6759;29395;2600;217;9378;0;659;-3362;69;;;;;;0;10;178;0;1667;5093;0;4406;1595;3377;123;279;257;ND;ND;ND;ND
France;Données temps réel;2022-11-12;18:30;2022-11-12T18:30:00+01:00;48015;48600;48100;187;40;6696;29527;3019;0;9302;0;657;-1413;68;1948;2497;-2221;-2097;-1852;0;10;178;0;1679;5019;0;4323;1423;3556;123;278;257;ND;ND;ND;ND
France;Données temps réel;2022-11-12;20:30;2022-11-12T20:30:00+01:00;45918;46500;46100;187;41;6797;29320;3365;0;7478;0;654;-1924;71;2340;2100;-2823;-3127;-352;0;10;178;0;1740;5058;0;3977;997;2504;126;275;257;ND;ND;ND;ND
France;Données temps réel;2022-11-12;20:45;2022-11-12T20:45:00+01:00;45298;45950;45550;188;40;6737;29287;3448;0;7079;0;658;-2139;71;;;;;;0;10;178;0;1740;4998;0;3891;846;2342;132;271;257;ND;ND;ND;ND
France;Données temps réel;2022-11-13;04:15;2022-11-13T04:15:00+01:00;37661;36750;37700;188;38;6656;29416;2276;0;3062;-2988;654;-1641;85;;;;;;0;10;178;0;1666;4992;0;2930;129;3;124;273;257;ND;ND;ND;ND
France;Données temps réel;2022-11-13;05:00;2022-11-13T05:00:00+01:00;37280;36400;37300;188;38;6421;29324;2282;0;2978;-2990;657;-1618;84;2686;2100;-2928;-2735;-314;0;10;178;0;1662;4760;0;2837;138;3;125;274;257;ND;ND;ND;ND
France;Données temps réel;2022-11-13;08:45;2022-11-13T08:45:00+01:00;41913;40250;41800;188;40;6507;29476;2302;770;3327;-1591;659;235;79;;;;;;0;10;178;0;1666;4842;0;2962;361;4;127;274;257;ND;ND;ND;ND
France;Données temps réel;2022-11-13;09:15;2022-11-13T09:15:00+01:00;42832;41350;42900;188;40;6839;29700;2130;1536;3276;-2970;667;1426;83;;;;;;0;10;178;0;1660;5180;0;2875;398;3;127;279;257;ND;ND;ND;ND
France;Données temps réel;2022-11-13;16:00;2022-11-13T16:00:00+01:00;41627;40800;41900;188;43;7029;29203;1417;2142;3323;-715;661;-1664;82;1959;2200;-2726;-3200;-239;0;10;178;0;1582;5448;0;2886;432;5;132;280;257;ND;ND;ND;ND
France;Données temps réel;2022-11-13;16:45;2022-11-13T16:45:00+01:00;41415;40550;41500;188;45;6980;29400;1438;783;4040;0;673;-2132;81;;;;;;0;10;178;0;1588;5393;0;3183;531;326;127;283;257;ND;ND;ND;ND
France;Données temps réel;2022-11-13;17:00;2022-11-13T17:00:00+01:00;42209;40900;41800;188;45;7080;29219;1508;446;4152;0;658;-1087;82;2460;2150;-2532;-2959;797;0;10;178;0;1587;5495;0;3147;540;465;127;280;257;ND;ND;ND;ND
France;Données temps réel;2022-11-13;17:45;2022-11-13T17:45:00+01:00;45748;44650;45500;188;47;7126;29447;1731;212;5897;0;655;445;79;;;;;;0;10;178;0;1628;5500;0;3488;829;1580;122;276;257;ND;ND;ND;ND
France;Données temps réel;2022-11-13;18:30;2022-11-13T18:30:00+01:00;48734;47800;48600;188;48;6939;29405;1902;0;7443;0;659;2150;75;2200;1950;-2638;-2910;3768;0;10;178;0;1595;5345;0;3522;1089;2832;124;279;257;ND;ND;ND;ND
France;Données temps réel;2022-11-13;20:00;2022-11-13T20:00:00+01:00;48886;48200;48900;188;50;6776;29530;2292;0;6257;0;663;3130;75;2352;1750;-2911;-3200;5025;0;10;178;0;1677;5100;0;3612;702;1943;125;280;257;ND;ND;ND;ND
France;Données temps réel;2022-11-13;21:30;2022-11-13T21:30:00+01:00;45790;44900;45500;188;50;7196;28983;2355;0;3561;0;662;2795;84;2107;1271;-3044;-3200;5368;0;10;178;0;1648;5550;0;3156;262;143;130;278;257;ND;ND;ND;ND
France;Données temps réel;2022-11-13;22:00;2022-11-13T22:00:00+01:00;44796;43900;44500;187;50;6686;28596;2478;0;3465;-36;664;2706;80;2627;1750;-2757;-2887;4999;0;10;178;0;1650;5037;0;3120;244;101;131;279;257;ND;ND;ND;ND
France;Données temps réel;2022-11-13;23:00;2022-11-13T23:00:00+01:00;46683;47000;47500;188;50;6636;28452;2965;0;3840;-374;657;4269;79;2794;2000;-2777;-2867;6697;0;10;178;0;1641;4997;0;2816;491;533;126;277;257;ND;ND;ND;ND
France;Données temps réel;2022-11-14;00:30;2022-11-14T00:30:00+01:00;44322;45100;44500;187;49;5727;28459;3399;0;3836;-845;656;2854;71;3028;2200;-2553;-3171;3225;0;10;178;0;1658;4070;0;2751;773;312;123;281;257;ND;ND;ND;ND
France;Données temps réel;2022-11-14;01:00;2022-11-14T01:00:00+01:00;42444;43300;43600;188;49;5038;28538;3561;0;3417;-1151;667;2137;66;3028;2400;-2697;-3556;4039;0;10;178;0;1658;3382;0;2589;678;150;124;279;257;ND;ND;ND;ND
France;Données temps réel;2022-11-14;02:30;2022-11-14T02:30:00+01:00;42239;42700;42400;188;50;4076;28668;3620;0;3066;-1957;661;3867;59;3028;2400;-2697;-3553;4936;0;10;178;0;1670;2408;0;2587;284;195;123;281;257;ND;ND;ND;ND
France;Données temps réel;2022-11-14;05:00;2022-11-14T05:00:00+01:00;40220;41400;40400;187;229;4047;29163;3613;0;2849;-3274;659;2747;65;2890;2400;-2487;-3592;4695;0;10;178;0;1664;2385;0;2584;262;3;129;279;257;ND;ND;ND;ND
France;Données temps réel;2022-11-14;06:00;2022-11-14T06:00:00+01:00;44189;45400;44400;187;48;4900;29258;3980;0;3039;-2077;652;4202;65;3028;1850;-2679;-3303;4524;0;10;178;0;1662;3240;0;2691;345;3;123;282;257;ND;ND;ND;ND
France;Données temps réel;2022-11-14;08:00;2022-11-14T08:00:00+01:00;53851;55200;53800;189;46;6683;29829;3563;204;9141;-37;666;3567;67;2998;1850;-1248;-2422;3298;1;10;178;0;1755;4930;0;4000;2812;2329;137;274;257;ND;ND;ND;ND
France;Données temps réel;2022-11-14;08:15;2022-11-14T08:15:00+01:00;54169;55300;54150;188;46;6901;29891;3627;288;8841;-55;678;3764;69;;;;;;0;10;178;0;1761;5141;0;3993;2653;2195;140;279;257;ND;ND;ND;ND
France;Données temps réel;2022-11-14;10:00;2022-11-14T10:00:00+01:00;55673;56200;55700;267;44;7323;30464;3550;1754;8279;-1;671;3322;71;1853;1850;-1545;-1966;3079;79;10;178;0;1842;5482;0;3858;1905;2516;142;275;257;ND;ND;ND;ND
France;Données temps réel;2022-11-14;12:00;2022-11-14T12:00:00+01:00;56180;56500;56400;189;107;7383;30512;3489;2688;8162;-1;669;2982;71;1875;1550;-2044;-2485;4587;1;10;178;0;1816;5568;0;3702;1793;2667;127;286;257;ND;ND;ND;ND
France;Données temps réel;2022-11-14;12:30;2022-11-14T12:30:00+01:00;55433;54700;55400;189;237;6999;30504;3536;2825;7288;-1;665;3191;71;1875;1550;-2044;-2485;4587;1;10;178;0;1806;5194;0;3611;1350;2327;128;283;257;ND;ND;ND;ND
France;Données temps réel;2022-11-14;13:45;2022-11-14T13:45:00+01:00;53608;53600;53650;190;41;7026;30463;3540;2658;6851;0;674;2165;69;;;;;;2;10;178;0;1798;5229;0;3588;1323;1940;132;285;257;ND;ND;ND;ND
France;Données temps réel;2022-06-27;03:00;2022-06-27T03:00:00+02:00;34504;35000;34800;151;29;2967;27490;1370;0;3854;-2440;784;299;53;2014;1900;-3254;-3000;2275;2;36;113;0;430;2539;0;3357;497;0;209;302;273;ND;ND;ND;ND
France;Données temps réel;2022-06-27;04:00;2022-06-27T04:00:00+02:00;33682;34200;33800;151;29;3062;27629;1493;0;3597;-2433;786;-632;54;2014;1950;-3430;-3000;2244;2;36;113;0;425;2638;0;3326;271;0;209;304;273;ND;ND;ND;ND
France;Données temps réel;2022-06-27;06:45;2022-06-27T06:45:00+02:00;40079;40950;40000;151;30;3669;28447;1495;390;4813;-358;778;664;53;;;;;;2;36;113;0;465;3206;0;3610;842;361;206;299;273;ND;ND;ND;ND
France;Données temps réel;2022-06-27;08:30;2022-06-27T08:30:00+02:00;47033;48100;47000;151;30;3910;28453;1468;2078;6610;-55;774;3614;51;748;1100;-350;987;1418;2;36;113;0;459;3452;0;4215;1571;824;201;300;273;ND;ND;ND;ND
France;Données temps réel;2022-06-27;08:45;2022-06-27T08:45:00+02:00;47384;48600;47450;151;30;3987;28429;1421;2519;6799;-57;770;3335;51;;;;;;2;36;113;0;458;3529;0;4191;1633;975;197;300;273;ND;ND;ND;ND
France;Données temps réel;2022-06-27;12:00;2022-06-27T12:00:00+02:00;51631;51800;51800;151;31;3884;28466;2540;6562;6624;-4;770;2607;45;2812;400;-697;139;442;2;36;113;0;468;3416;0;4359;1509;756;195;302;273;ND;ND;ND;ND
France;Données temps réel;2022-06-27;12:15;2022-06-27T12:15:00+02:00;51476;51550;51450;151;31;3782;28455;2477;6518;6673;-4;771;2622;44;;;;;;2;36;113;0;469;3314;0;4335;1588;750;197;301;273;ND;ND;ND;ND
France;Données temps réel;2022-06-27;13:45;2022-06-27T13:45:00+02:00;50482;50900;50550;151;32;3770;28442;2648;6920;6223;-4;774;1526;44;;;;;;2;36;113;0;463;3307;0;4212;1349;662;198;303;273;ND;ND;ND;ND
France;Données temps réel;2022-06-27;14:00;2022-06-27T14:00:00+02:00;50583;50800;50600;151;32;3794;28441;2683;6904;6122;-4;775;1685;44;2814;400;-2771;793;421;2;36;113;0;461;3333;0;4176;1360;586;199;303;273;ND;ND;ND;ND
France;Données temps réel;2022-06-27;14:15;2022-06-27T14:15:00+02:00;50334;50800;50550;151;32;3918;28463;2595;6894;6428;-4;772;1085;45;;;;;;2;36;113;0;493;3426;0;4239;1551;638;197;302;273;ND;ND;ND;ND
France;Données temps réel;2022-06-27;16:45;2022-06-27T16:45:00+02:00;47152;47150;47150;151;24;3934;28380;3097;5255;5696;-172;763;24;47;;;;;;2;36;113;0;458;3477;0;4253;1230;213;190;300;273;ND;ND;ND;ND
France;Données temps réel;2022-06-27;18:15;2022-06-27T18:15:00+02:00;47150;47300;47300;151;37;3739;28258;3054;3730;6147;-70;768;1336;47;;;;;;2;36;113;0;459;3281;0;4303;1289;555;196;299;273;ND;ND;ND;ND
France;Données temps réel;2022-06-27;18:45;2022-06-27T18:45:00+02:00;48017;48350;48350;150;38;3767;28336;2977;2970;6732;-4;770;2281;47;;;;;;1;36;113;0;459;3308;0;4435;1581;716;192;297;273;ND;ND;ND;ND
