Périmètre;Nature;Date;Heure;Date - Heure;Consommation (MW);Prévision J-1 (MW);Prévision J (MW);Fioul (MW);Charbon (MW);Gaz (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Taux de CO2 (g/kWh);Ech. comm. Angleterre (MW);Ech. comm. Espagne (MW);Ech. comm. Italie (MW);Ech. comm. Suisse (MW);Ech. comm. Allemagne-Belgique (MW);Fioul - TAC (MW);Fioul - Cogénération (MW);Fioul - Autres (MW);Gaz - TAC (MW);Gaz - Cogénération (MW);Gaz - CCG (MW);Gaz - Autres (MW);Hydraulique - Fil de l'eau + éclusée (MW);Hydraulique - Lacs (MW);Hydraulique - STEP turbinage (MW);Bioénergies - Déchets (MW);Bioénergies - Biomasse (MW);Bioénergies - Biogaz (MW);Stockage batterie (MW);Déstockage batterie (MW);Eolien terrestre (MW);Eolien offshore (MW)
France;Données temps réel;2022-07-14;11:00;2022-07-14T11:00:00+02:00;45005;44300;45000;145;32;4586;25823;902;7940;3740;-578;740;1675;57;2371;350;-2771;-133;2216;0;32;113;0;532;4055;0;2708;927;105;139;331;275;ND;ND;ND;ND
France;Données temps réel;2022-07-14;13:30;2022-07-14T13:30:00+02:00;46980;46700;47000;145;32;4136;25727;1906;9875;4019;0;749;391;49;2171;350;-2793;-438;1886;0;32;113;0;527;3610;0;2749;803;467;146;331;275;ND;ND;ND;ND
France;Données temps réel;2022-07-14;15:00;2022-07-14T15:00:00+02:00;45403;44600;45400;145;32;4086;25625;2896;9673;3220;-585;739;-428;49;2928;1000;-3092;-3000;1734;0;32;113;0;528;3560;0;2440;609;171;144;329;275;ND;ND;ND;ND
France;Données temps réel;2022-07-14;19:00;2022-07-14T19:00:00+02:00;45618;44600;45500;145;33;4839;25736;4958;3441;4861;-629;742;1492;59;1521;850;-3282;486;2534;0;32;113;0;533;4307;0;3034;1521;306;136;328;275;ND;ND;ND;ND
France;Données temps réel;2022-07-14;19:30;2022-07-14T19:30:00+02:00;45472;45000;45900;145;33;4915;25696;4990;2316;5145;-631;740;2123;60;1521;850;-3282;486;2522;0;32;113;0;535;4382;0;3099;1325;721;141;324;275;ND;ND;ND;ND
France;Données temps réel;2022-07-14;20:15;2022-07-14T20:15:00+02:00;45126;44150;45050;293;33;4804;25677;5050;1042;5311;-209;741;2384;63;;;;;;148;32;113;0;535;4270;0;3199;1381;731;146;326;275;ND;ND;ND;ND
France;Données temps réel;2022-07-14;20:45;2022-07-14T20:45:00+02:00;43992;43450;44350;293;33;4603;25692;4804;531;5114;0;741;2181;62;;;;;;148;32;113;0;536;4068;0;3025;1558;531;145;323;275;ND;ND;ND;ND
France;Données temps réel;2022-07-14;21:15;2022-07-14T21:15:00+02:00;43916;42900;43800;294;33;4677;25119;4669;283;6010;0;748;2083;63;;;;;;149;32;113;0;542;4136;0;3035;2364;611;146;328;275;ND;ND;ND;ND
France;Données temps réel;2022-07-14;21:45;2022-07-14T21:45:00+02:00;43552;43050;43950;292;34;4669;24683;4748;208;5862;-28;747;2337;64;;;;;;147;32;113;0;541;4129;0;2969;2265;628;149;330;275;ND;ND;ND;ND
France;Données temps réel;2022-07-14;22:30;2022-07-14T22:30:00+02:00;45070;45200;46100;706;34;4691;24275;5044;171;6815;-61;749;2646;70;1811;850;-2875;961;2314;561;32;113;0;577;4115;0;3059;2656;1100;147;329;275;ND;ND;ND;ND
France;Données temps réel;2022-07-14;23:15;2022-07-14T23:15:00+02:00;45081;47150;48050;774;34;4550;24114;5290;0;6655;-27;754;2937;70;;;;;;629;32;113;0;580;3971;0;3027;2533;1095;147;331;275;ND;ND;ND;ND
France;Données temps réel;2022-07-15;01:00;2022-07-15T01:00:00+02:00;39609;39800;39800;135;34;3934;23828;5181;0;4744;-625;750;1628;58;2420;1800;-3288;-1060;2272;0;23;113;0;504;3432;0;2923;1735;86;150;331;275;ND;ND;ND;ND
France;Données temps réel;2022-07-15;01:15;2022-07-15T01:15:00+02:00;39481;39950;39700;136;34;4170;24464;4947;0;4793;-623;763;797;59;;;;;;0;23;113;0;504;3668;0;2788;1728;277;153;331;275;ND;ND;ND;ND
France;Données temps réel;2022-07-15;01:30;2022-07-15T01:30:00+02:00;38998;40100;39600;136;34;3992;24304;4935;0;4504;-1214;755;1552;59;2420;1800;-3288;-1060;2272;0;23;113;0;503;3491;0;2728;1552;224;150;331;275;ND;ND;ND;ND
France;Données temps réel;2022-07-15;02:15;2022-07-15T02:15:00+02:00;38559;38950;38450;136;34;4428;24975;4529;0;4447;-1626;752;884;64;;;;;;0;23;113;0;504;3926;0;2693;1736;18;143;331;275;ND;ND;ND;ND
France;Données temps réel;2022-07-15;02:30;2022-07-15T02:30:00+02:00;37689;38200;37800;136;34;4216;24352;4401;0;4174;-1625;767;1234;64;2622;2000;-3265;-2483;2321;0;23;113;0;504;3713;0;2685;1471;18;162;331;275;ND;ND;ND;ND
France;Données temps réel;2022-07-15;03:00;2022-07-15T03:00:00+02:00;36434;36900;36600;137;34;4161;24006;4248;0;4070;-1701;740;739;64;2574;2000;-3282;-2784;1506;1;23;113;0;505;3657;0;2717;1335;18;151;314;275;ND;ND;ND;ND
France;Données temps réel;2022-07-15;03:15;2022-07-15T03:15:00+02:00;36103;36600;36350;136;34;4307;24173;4230;0;4279;-1695;747;-108;65;;;;;;0;23;113;0;504;3805;0;2718;1543;18;155;315;275;ND;ND;ND;ND
France;Données temps réel;2022-07-15;03:45;2022-07-15T03:45:00+02:00;35460;36150;35750;137;34;4203;24140;4150;0;3874;-1696;743;-125;65;;;;;;1;23;113;0;504;3701;0;2685;1171;18;153;314;275;ND;ND;ND;ND
France;Données temps réel;2022-07-15;04:00;2022-07-15T04:00:00+02:00;35407;36000;35400;137;34;4195;24256;4088;0;3796;-1692;742;-149;65;2675;2000;-3276;-2598;1143;1;23;113;0;504;3692;0;2660;1118;18;152;315;275;ND;ND;ND;ND
France;Données temps réel;2022-07-15;04:15;2022-07-15T04:15:00+02:00;35339;36000;35400;137;33;4184;24287;4064;0;3682;-1690;749;-107;65;;;;;;1;23;113;0;509;3677;0;2647;1017;18;156;316;275;ND;ND;ND;ND
France;Données temps réel;2022-07-15;05:15;2022-07-15T05:15:00+02:00;36026;36600;36300;137;33;4177;24554;3962;0;3283;-1462;743;599;65;;;;;;1;23;113;0;512;3667;0;2444;821;18;152;315;275;ND;ND;ND;ND
France;Données temps réel;2022-07-15;09:00;2022-07-15T09:00:00+02:00;44957;44600;45600;137;32;4360;25288;2096;4014;4091;-1;754;4186;58;2772;1500;-3385;1195;1968;1;23;113;0;511;3851;0;2874;872;345;154;325;275;ND;ND;ND;ND
France;Données temps réel;2022-07-15;09:30;2022-07-15T09:30:00+02:00;45858;45700;45800;137;32;4458;25421;2027;5079;4586;0;759;3359;57;2772;1500;-3385;1195;2031;1;23;113;0;505;3954;0;2997;1093;496;159;328;275;ND;ND;ND;ND
France;Données temps réel;2022-07-15;11:15;2022-07-15T11:15:00+02:00;48559;48450;48600;136;33;4227;25416;2158;8469;4348;-57;757;3072;51;;;;;;0;23;113;266;477;3484;0;2878;948;522;150;331;275;ND;ND;ND;ND
France;Données temps réel;2022-07-15;14:15;2022-07-15T14:15:00+02:00;49805;49500;50100;136;33;4223;25587;1749;9763;4162;0;754;3398;50;;;;;;0;23;113;289;458;3476;0;2888;1060;214;146;331;275;ND;ND;ND;ND
France;Données temps réel;2022-07-15;16:00;2022-07-15T16:00:00+02:00;48502;48100;48400;135;34;4559;25462;1769;9027;3991;-400;762;3163;55;2826;1400;-3215;-494;3178;0;23;113;270;458;3831;0;2889;974;128;155;330;275;ND;ND;ND;ND
France;Données temps réel;2022-07-15;17:30;2022-07-15T17:30:00+02:00;47789;47200;47800;135;35;4966;25488;1904;6867;3913;-555;750;4286;61;2575;1400;-3215;-363;3931;0;23;113;282;457;4227;0;2794;943;176;145;331;275;ND;ND;ND;ND
France;Données temps réel;2022-07-15;17:45;2022-07-15T17:45:00+02:00;48120;47450;48200;131;35;4960;25523;1983;6392;3995;0;756;4345;60;;;;;;0;23;113;280;461;4219;0;2770;842;383;146;331;275;ND;ND;ND;ND
France;Données temps réel;2022-07-15;18:15;2022-07-15T18:15:00+02:00;48424;47950;48750;279;36;4524;25398;2050;5375;4522;0;752;5488;60;;;;;;143;23;113;249;492;3783;0;2720;1172;630;145;331;275;ND;ND;ND;ND
France;Données temps réel;2022-07-15;19:15;2022-07-15T19:15:00+02:00;48736;48500;48850;136;36;4914;25443;2285;2998;6294;-1;748;5883;61;;;;;;0;23;113;259;458;4197;0;3298;1719;1277;140;333;275;ND;ND;ND;ND
France;Données temps réel;2022-07-15;21:30;2022-07-15T21:30:00+02:00;45128;44400;45100;136;36;4589;25335;2789;235;5541;0;757;5710;63;2333;1600;-2701;632;4258;0;23;113;264;493;3832;0;3137;1426;978;151;331;275;ND;ND;ND;ND
France;Données temps réel;2022-07-15;22:15;2022-07-15T22:15:00+02:00;45729;45950;45465;175;36;4444;25255;3222;169;5351;0;765;6312;62;;;;;;39;23;113;257;503;3684;0;3077;1394;880;159;332;275;ND;ND;ND;ND
France;Données temps réel;2022-07-15;23:15;2022-07-15T23:15:00+02:00;46624;48650;47500;136;35;4569;25378;3611;0;6331;-51;768;5847;61;;;;;;0;23;113;268;505;3796;0;3067;1876;1388;163;331;275;ND;ND;ND;ND
France;Données temps réel;2022-07-15;23:30;2022-07-15T23:30:00+02:00;45753;48000;46900;136;35;4349;25276;3668;0;5951;-55;771;5622;59;2471;1600;-2094;1287;2987;0;23;113;258;507;3584;0;3063;1632;1256;167;331;275;ND;ND;ND;ND
France;Données temps réel;2022-07-15;23:45;2022-07-15T23:45:00+02:00;45660;46600;45845;136;35;4085;25221;3682;0;5831;0;761;5909;57;;;;;;0;23;113;261;510;3314;0;3013;1521;1297;158;331;275;ND;ND;ND;ND
France;Données temps réel;2022-07-16;00:15;2022-07-16T00:15:00+02:00;44067;43900;43450;136;33;3900;25070;3698;0;5740;0;767;4723;55;;;;;;1;22;113;275;509;3116;0;2964;1391;1385;157;332;275;ND;ND;ND;ND
France;Données temps réel;2022-07-16;01:45;2022-07-16T01:45:00+02:00;39526;40250;39800;136;31;3792;24491;3339;0;3417;-960;764;4516;61;;;;;;1;22;113;0;441;3353;0;2655;745;17;162;332;275;ND;ND;ND;ND
France;Données temps réel;2022-07-16;02:30;2022-07-16T02:30:00+02:00;37947;38300;38100;137;31;3600;23840;3345;0;3707;-964;761;3490;59;2928;1800;-2495;-1830;3235;2;22;113;0;464;3138;0;2674;789;244;170;325;275;ND;ND;ND;ND
France;Données temps réel;2022-07-16;03:45;2022-07-16T03:45:00+02:00;35994;35650;36150;137;31;3773;23631;3017;0;3482;-1551;767;2707;64;;;;;;2;22;113;0;488;3286;0;2667;798;17;169;323;275;ND;ND;ND;ND
France;Données temps réel;2022-07-16;06:00;2022-07-16T06:00:00+02:00;35193;34500;35300;137;31;3408;23639;3001;167;2855;-1773;744;2984;61;2927;1800;-2601;-2597;3269;2;22;113;0;446;2963;0;2444;394;17;156;318;275;ND;ND;ND;ND
France;Données temps réel;2022-07-16;09:15;2022-07-16T09:15:00+02:00;41507;41350;41850;137;31;3628;23888;1627;4702;3683;-952;761;4002;55;;;;;;2;22;113;0;440;3189;0;2505;1157;21;160;318;275;ND;ND;ND;ND
France;Données temps réel;2022-07-16;12:30;2022-07-16T12:30:00+02:00;47305;46900;46400;135;31;3429;23725;2535;9707;3740;-784;741;4046;46;3028;2300;-2826;-573;2775;0;22;113;0;431;2999;0;2344;1106;290;157;314;275;ND;ND;ND;ND
France;Données temps réel;2022-07-16;13:15;2022-07-16T13:15:00+02:00;47304;47650;47650;135;31;3560;23833;2470;9972;3481;-782;755;3849;47;;;;;;0;22;113;0;435;3127;0;2371;771;339;154;325;275;ND;ND;ND;ND
France;Données temps réel;2022-07-16;14:45;2022-07-16T14:45:00+02:00;45304;46550;46300;134;31;3084;24325;2547;9846;3144;-1273;753;2713;43;;;;;;0;22;113;0;403;2682;0;2477;646;21;157;317;275;ND;ND;ND;ND
France;Données temps réel;2022-07-16;15:00;2022-07-16T15:00:00+02:00;45345;46100;45800;134;31;3107;24307;2523;9801;3155;-1269;751;2805;43;3028;1800;-3020;-2373;2869;0;22;113;0;404;2704;0;2474;660;21;158;321;275;ND;ND;ND;ND
France;Données temps réel;2022-07-16;17:15;2022-07-16T17:15:00+02:00;44393;44400;44550;134;31;3660;24580;2568;7447;3855;-1012;768;2362;50;;;;;;0;22;113;0;431;3231;0;2528;1310;17;170;320;275;ND;ND;ND;ND
France;Données temps réel;2022-07-16;17:45;2022-07-16T17:45:00+02:00;44566;44650;44850;134;31;3746;24651;2488;6520;4406;-331;779;2142;50;;;;;;0;22;113;0;460;3288;0;2603;1630;173;162;324;275;ND;ND;ND;ND
France;Données temps réel;2022-07-16;18:45;2022-07-16T18:45:00+02:00;45254;45150;45350;134;31;3716;24569;2782;4216;5081;-9;777;3957;51;;;;;;0;22;113;263;467;2986;0;2832;1670;579;171;321;275;ND;ND;ND;ND
France;Données temps réel;2022-07-16;19:45;2022-07-16T19:45:00+02:00;44920;44850;45050;135;31;3875;24542;2951;1899;5224;-10;770;5503;55;;;;;;0;22;113;261;467;3147;0;2852;1690;682;169;323;275;ND;ND;ND;ND
France;Données temps réel;2022-07-16;21:00;2022-07-16T21:00:00+02:00;43157;42400;42600;135;31;3914;24427;3153;392;5083;-10;754;5278;58;2616;2050;-2758;-19;3075;0;22;113;312;467;3135;0;2784;1629;670;167;321;275;ND;ND;ND;ND
France;Données temps réel;2022-07-16;21:15;2022-07-16T21:15:00+02:00;43016;42200;42350;135;30;4196;24665;3253;279;5141;-10;758;4569;60;;;;;;0;22;113;289;472;3435;0;2706;1848;587;161;320;275;ND;ND;ND;ND
France;Données temps réel;2022-07-16;23:30;2022-07-16T23:30:00+02:00;44002;44600;44700;135;31;3625;23416;5919;0;4238;-55;753;5940;54;2820;2050;-2670;-296;4617;0;22;113;241;474;2910;0;2564;1151;523;165;317;275;ND;ND;ND;ND
France;Données temps réel;2022-07-16;23:45;2022-07-16T23:45:00+02:00;43827;43750;43800;135;31;3615;23347;6072;0;4145;-51;748;5785;54;;;;;;0;22;113;237;474;2904;0;2544;1086;515;162;319;275;ND;ND;ND;ND
France;Données temps réel;2022-07-17;00:15;2022-07-17T00:15:00+02:00;42014;41800;41750;135;31;3604;23550;6134;0;4442;-263;760;3621;53;;;;;;0;22;113;0;451;3154;0;2489;1181;772;161;320;275;ND;ND;ND;ND
France;Données temps réel;2022-07-17;02:00;2022-07-17T02:00:00+02:00;37638;38200;38200;136;30;2335;22182;5777;0;3901;-619;752;3144;44;2256;2050;-2423;-2466;2147;1;22;113;0;418;1919;0;2415;895;591;155;323;275;ND;ND;ND;ND
France;Données temps réel;2022-07-17;02:45;2022-07-17T02:45:00+02:00;35909;35900;36300;136;31;2640;22519;5609;0;3344;-623;743;1510;47;;;;;;1;22;113;0;411;2230;0;2380;718;246;157;318;275;ND;ND;ND;ND
France;Données temps réel;2022-07-17;04:45;2022-07-17T04:45:00+02:00;33603;33050;33700;136;30;2960;22322;4880;0;2965;-1195;743;762;54;;;;;;1;22;113;0;413;2549;0;2349;597;19;156;314;275;ND;ND;ND;ND
France;Données temps réel;2022-07-17;05:00;2022-07-17T05:00:00+02:00;33199;32900;33400;136;31;2873;22359;4785;0;3017;-1189;755;432;53;2229;2543;-2507;-2228;623;1;22;113;0;413;2462;0;2288;710;19;160;316;275;ND;ND;ND;ND
France;Données temps réel;2022-07-17;05:30;2022-07-17T05:30:00+02:00;33307;33100;33700;136;31;3221;22577;4439;0;2974;-1289;748;470;57;2229;2543;-2507;-2228;578;1;22;113;0;412;2810;0;2258;697;19;158;317;275;ND;ND;ND;ND
France;Données temps réel;2022-07-17;05:45;2022-07-17T05:45:00+02:00;33484;32800;33400;136;31;3194;22499;4220;172;3007;-1299;744;780;57;;;;;;1;22;113;0;412;2784;0;2290;698;19;157;317;275;ND;ND;ND;ND
France;Données temps réel;2022-07-17;06:45;2022-07-17T06:45:00+02:00;33405;32950;33200;137;31;2866;22561;3957;381;3250;-878;757;343;53;;;;;;2;22;113;0;412;2455;0;2288;943;19;164;318;275;ND;ND;ND;ND
France;Données temps réel;2022-07-17;07:45;2022-07-17T07:45:00+02:00;34522;34350;34550;137;31;2273;22744;3472;1261;2987;-1454;746;2325;46;;;;;;2;22;113;0;411;1864;0;2177;791;19;153;324;275;ND;ND;ND;ND
France;Données temps réel;2022-07-17;09:45;2022-07-17T09:45:00+02:00;39595;40050;39600;136;31;1767;22400;1689;5832;2861;-1180;764;5295;37;;;;;;1;22;113;0;467;1301;0;2076;762;23;171;320;275;ND;ND;ND;ND
France;Données temps réel;2022-07-17;14:30;2022-07-17T14:30:00+02:00;43114;43700;43700;134;31;1832;20597;2325;9862;2662;-1437;749;6359;35;611;2016;-2062;-1028;6688;0;22;113;0;397;1436;0;2100;539;23;157;318;275;ND;ND;ND;ND
France;Données temps réel;2022-07-17;15:15;2022-07-17T15:15:00+02:00;42926;42550;42550;134;31;1770;20746;2287;9545;2635;-1278;761;6295;35;;;;;;0;22;113;0;404;1367;0;2089;523;23;166;317;275;ND;ND;ND;ND
France;Données temps réel;2022-07-17;16:15;2022-07-17T16:15:00+02:00;42131;41650;41650;133;32;1657;20989;2339;8623;2707;-1468;768;6351;34;;;;;;0;22;113;0;396;1262;0;2188;507;12;170;314;275;ND;ND;ND;ND
France;Données temps réel;2022-07-17;16:30;2022-07-17T16:30:00+02:00;42059;41500;41500;133;31;1827;21278;2313;8235;2676;-1648;755;6459;36;2149;2100;-2244;-1452;5502;0;22;113;0;402;1427;0;2191;473;12;161;317;275;ND;ND;ND;ND
France;Données temps réel;2022-07-17;17:45;2022-07-17T17:45:00+02:00;42635;42700;42550;133;32;3266;22021;2124;6135;4365;-607;758;4408;50;;;;;;0;22;113;0;429;2839;0;2526;1657;182;165;314;275;ND;ND;ND;ND
France;Données temps réel;2022-07-17;18:45;2022-07-17T18:45:00+02:00;44351;43950;43900;133;33;4349;22969;2034;4035;5406;-607;771;5228;61;;;;;;0;22;113;306;491;3552;0;2729;1907;770;169;315;275;ND;ND;ND;ND
France;Données temps réel;2022-07-17;19:00;2022-07-17T19:00:00+02:00;44823;44400;44400;133;33;4366;22925;2005;3457;5604;-609;745;6164;62;2825;1650;-2293;750;4265;0;22;113;296;490;3580;0;2732;2137;735;165;316;275;ND;ND;ND;ND
France;Données temps réel;2022-07-17;20:15;2022-07-17T20:15:00+02:00;44995;44300;44150;133;33;4547;23103;1845;1040;6313;0;759;7222;65;;;;;;0;22;113;303;546;3698;0;2959;2386;968;167;318;275;ND;ND;ND;ND
France;Données temps réel;2022-07-17;22:45;2022-07-17T22:45:00+02:00;47027;45850;46300;134;34;4368;24255;3568;0;7149;0;757;6762;59;;;;;;0;22;113;0;559;3810;0;2774;2817;1558;168;323;275;ND;ND;ND;ND
France;Données temps réel;2022-07-17;23:00;2022-07-17T23:00:00+02:00;46212;46900;47400;135;34;4202;24353;3748;0;6357;0;769;6614;58;2659;1650;-1449;706;3877;0;22;113;0;565;3645;0;2844;2604;909;167;321;275;ND;ND;ND;ND
France;Données temps réel;2022-07-18;00:30;2022-07-18T00:30:00+02:00;41250;41100;41400;135;34;3632;23292;4242;0;3971;-337;749;5532;58;2756;2150;-2163;608;2409;0;22;113;254;532;2846;0;2324;1331;316;163;325;275;ND;ND;ND;ND
France;Données temps réel;2022-07-18;04:00;2022-07-18T04:00:00+02:00;35557;35700;35700;135;35;4326;23537;3613;0;2837;-1919;744;2249;71;2903;2200;-2191;-1568;884;0;22;113;0;542;3785;0;2189;629;19;155;323;275;ND;ND;ND;ND
France;Données temps réel;2022-07-18;04:30;2022-07-18T04:30:00+02:00;35876;36000;36000;136;35;4304;23891;3657;0;2944;-1907;763;2053;70;2903;2200;-2191;-1568;819;1;22;113;0;504;3801;0;2208;717;19;161;323;275;ND;ND;ND;ND
France;Données temps réel;2022-07-18;05:30;2022-07-18T05:30:00+02:00;37872;38000;38100;136;35;4335;24008;3588;0;3132;-1513;750;3401;68;2846;2200;-2133;-1159;1753;1;22;113;0;503;3834;0;2274;838;20;152;320;275;ND;ND;ND;ND
France;Données temps réel;2022-07-18;06:30;2022-07-18T06:30:00+02:00;40330;40500;40300;136;36;4614;24029;3256;306;3822;-1091;750;4472;70;3028;1250;-1385;1048;235;1;22;113;163;540;3911;0;2495;1259;68;154;321;275;ND;ND;ND;ND
France;Données temps réel;2022-07-18;08:30;2022-07-18T08:30:00+02:00;47716;49000;47700;136;36;4683;24120;2642;2805;4680;-201;745;8070;64;3028;1250;-1847;1500;4133;1;22;113;351;536;3796;0;2799;1308;573;147;324;275;ND;ND;ND;ND
France;Données temps réel;2022-07-18;08:45;2022-07-18T08:45:00+02:00;48461;50000;48500;136;36;4723;24169;2356;3413;5062;-200;761;8005;63;;;;;;1;22;113;351;541;3831;0;2803;1456;803;152;326;275;ND;ND;ND;ND
France;Données temps réel;2022-07-18;09:00;2022-07-18T09:00:00+02:00;49316;51000;49300;136;36;4729;24128;2027;4018;5081;0;743;8418;62;3028;1250;-1953;1100;5129;1;22;113;350;533;3846;0;2769;1483;829;143;326;275;ND;ND;ND;ND
France;Données temps réel;2022-07-18;09:15;2022-07-18T09:15:00+02:00;50164;51550;50150;136;36;4862;24134;1769;4639;5022;0;753;8813;63;;;;;;1;22;113;333;534;3995;0;2658;1571;793;149;325;275;ND;ND;ND;ND
France;Données temps réel;2022-07-18;09:30;2022-07-18T09:30:00+02:00;51035;52100;51000;136;35;5115;24108;1604;5237;5559;0;743;8498;64;3028;1250;-1953;1100;5130;1;22;113;489;533;4093;0;2660;1698;1201;152;322;275;ND;ND;ND;ND
France;Données temps réel;2022-07-18;11:15;2022-07-18T11:15:00+02:00;54448;54100;54400;135;38;4866;23961;1343;8457;4774;-322;745;10451;59;;;;;;0;22;113;492;519;3855;0;2753;1467;554;143;323;275;ND;ND;ND;ND
France;Données temps réel;2022-07-18;13:00;2022-07-18T13:00:00+02:00;56658;56500;57600;134;38;4846;23867;1565;9687;5665;-56;747;10165;56;3028;1100;-30;1500;4389;0;22;113;476;515;3855;0;2824;1966;875;150;320;275;ND;ND;ND;ND
France;Données temps réel;2022-07-18;13:15;2022-07-18T13:15:00+02:00;56742;55850;56950;134;37;4884;23831;1636;9853;5998;-58;755;9672;55;;;;;;0;22;113;477;515;3892;0;2827;2132;1039;159;321;275;ND;ND;ND;ND
France;Données temps réel;2022-07-18;13:45;2022-07-18T13:45:00+02:00;56271;55500;56350;133;39;4740;23843;1662;9854;5853;-31;750;9428;54;;;;;;0;22;113;480;514;3746;0;2921;1991;941;155;326;275;ND;ND;ND;ND
France;Données temps réel;2022-07-18;15:30;2022-07-18T15:30:00+02:00;55437;55000;55500;133;39;4969;23890;1893;9253;7169;0;747;7344;55;3028;1100;-1083;1500;3524;0;22;113;467;511;3991;0;3317;2137;1715;156;317;275;ND;ND;ND;ND
France;Données temps réel;2022-07-18;16:45;2022-07-18T16:45:00+02:00;54141;54250;54000;133;39;4679;23772;2080;7840;5844;0;754;9000;56;;;;;;0;22;113;456;479;3744;0;3318;1532;994;159;317;275;ND;ND;ND;ND
France;Données temps réel;2022-07-18;18:30;2022-07-18T18:30:00+02:00;54004;53800;53800;436;37;4707;23692;2103;4426;8173;0;761;9669;63;2500;800;112;1500;5537;301;22;113;291;507;3909;0;3671;2649;1853;164;319;275;ND;ND;ND;ND
France;Données temps réel;2022-07-18;19:15;2022-07-18T19:15:00+02:00;54068;54200;54550;679;36;4708;23646;2108;2782;9410;0;752;9947;67;;;;;;544;22;113;292;507;3909;0;4025;3533;1852;157;320;275;ND;ND;ND;ND
France;Données temps réel;2022-07-18;20:00;2022-07-18T20:00:00+02:00;53526;52400;52900;652;36;4814;23818;2014;1333;10051;0;747;10061;69;2044;800;869;1485;5152;517;22;113;295;510;4009;0;4071;3907;2073;151;321;275;ND;ND;ND;ND
France;Données temps réel;2022-07-18;20:15;2022-07-18T20:15:00+02:00;52933;51550;52150;604;36;4866;23797;2030;1043;9863;0;742;9952;69;;;;;;469;22;113;294;510;4062;0;3968;3786;2109;153;318;275;ND;ND;ND;ND
France;Données temps réel;2022-07-18;22:00;2022-07-18T22:00:00+02:00;49976;49200;49900;615;37;4913;23636;3622;232;7853;0;742;8326;72;2924;800;-85;1500;4428;480;22;113;305;550;4058;0;3671;2772;1410;154;318;275;ND;ND;ND;ND
France;Données temps réel;2022-07-18;22:15;2022-07-18T22:15:00+02:00;50372;49550;50100;616;37;4906;23521;3865;173;7473;0;750;9031;72;;;;;;481;22;113;261;549;4096;0;3508;2531;1434;157;317;275;ND;ND;ND;ND
France;Données temps réel;2022-07-18;23:30;2022-07-18T23:30:00+02:00;49005;49600;49900;1079;38;4704;23187;5089;0;4870;0;738;9300;82;3028;800;157;1500;4650;944;22;113;314;557;3833;0;3142;1663;65;155;319;275;ND;ND;ND;ND
France;Données temps réel;2022-07-19;00:00;2022-07-19T00:00:00+02:00;48022;47900;48200;344;38;4623;23330;5326;0;4788;0;742;8831;67;2559;1425;-272;139;2902;209;22;113;317;495;3811;0;3093;1632;63;150;319;275;ND;ND;ND;ND
France;Données temps réel;2022-07-19;01:30;2022-07-19T01:30:00+02:00;42810;42900;44000;139;42;5044;23541;5701;0;4009;-1155;734;4755;70;3028;1300;-2133;-887;3337;0;26;113;319;497;4228;0;2636;1354;19;146;319;275;ND;ND;ND;ND
France;Données temps réel;2022-07-19;03:30;2022-07-19T03:30:00+02:00;39355;39600;39600;138;43;5143;23783;5361;0;3759;-1931;748;2311;73;3028;1300;-2669;-1106;1865;0;26;113;321;537;4285;0;2649;1092;18;167;309;275;ND;ND;ND;ND
France;Données temps réel;2022-07-19;04:15;2022-07-19T04:15:00+02:00;38727;39050;39100;139;43;5069;23924;5041;0;3776;-1857;754;1838;73;;;;;;0;26;113;307;537;4225;0;2793;964;19;165;309;275;ND;ND;ND;ND
France;Données temps réel;2022-06-01;00:15;2022-06-01T00:15:00+02:00;43967;43700;43900;144;0;3716;30337;1875;0;6163;-41;1009;767;51;;;;;;2;29;113;0;423;3294;0;4163;1419;581;171;560;276;ND;ND;ND;ND
France;Données temps réel;2022-06-01;00:30;2022-06-01T00:30:00+02:00;42514;42600;42700;142;0;2880;29746;1889;0;5997;-41;1003;898;44;2130;-1150;-1579;-377;2375;0;29;113;0;427;2454;0;4187;1280;530;169;561;276;ND;ND;ND;ND
France;Données temps réel;2022-06-01;02:00;2022-06-01T02:00:00+02:00;39328;40200;40100;144;5;2858;29203;1894;0;5002;-214;1015;-579;46;2787;-1150;-1804;-1632;-47;2;29;113;0;424;2436;0;4017;765;220;176;563;276;ND;ND;ND;ND
France;Données temps réel;2022-06-01;03:00;2022-06-01T03:00:00+02:00;37702;37400;37900;144;6;3097;29203;1926;0;4950;-913;1008;-1719;49;2839;-1150;-1317;-1601;-849;2;29;113;0;418;2681;0;3781;946;223;173;562;276;ND;ND;ND;ND
France;Données temps réel;2022-06-01;03:45;2022-06-01T03:45:00+02:00;36527;36450;36750;143;6;3201;29018;1840;0;4636;-1142;1003;-2178;51;;;;;;1;29;113;0;419;2783;0;3770;646;220;172;562;276;ND;ND;ND;ND
France;Données temps réel;2022-06-01;05:45;2022-06-01T05:45:00+02:00;38092;38200;38400;144;8;3676;30615;1309;0;4948;-885;1009;-2732;54;;;;;;2;29;113;0;426;3251;0;3824;901;223;164;564;276;ND;ND;ND;ND
